; Speeches List by alexguirre
; Format:
; VOICE_NAME = SPEECH_NAME, INDEX
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHASE_VEHICLE_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHASE_VEHICLE_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHASE_VEHICLE_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHASE_VEHICLE_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHASE_VEHICLE_MEGAPHONE, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHASE_VEHICLE_MEGAPHONE, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_RESP, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_RESP, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_RESP, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_RESP, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_STATE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_STATE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_STATE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CHAT_STATE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_PANIC_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_PANIC_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_PANIC_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CLEAR_AREA_PANIC_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COMBAT_TAUNT, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_ARRIVAL_ANNOUNCE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_ARRIVAL_ANNOUNCE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_ARRIVAL_ANNOUNCE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_ARRIVAL_ANNOUNCE_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_ARRIVAL_ANNOUNCE_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_ARRIVAL_ANNOUNCE_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_PEEK, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_PEEK, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_GRENADE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_GRENADE_LAUNCHER, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_GUN, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_GUN, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_MINI_GUN, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_ROCKET_LAUNCHER, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_WEAPON, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COP_SEES_WEAPON, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COVER_ME, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COVER_ME, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COVER_ME, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COVER_ME, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COVER_YOU, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COVER_YOU, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = COVER_YOU, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRASH_GENERIC, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRASH_GENERIC, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRASH_GENERIC, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRASH_GENERIC, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRASH_GENERIC, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRIMINAL_APPREHENDED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRIMINAL_APPREHENDED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRIMINAL_GET_IN_CAR, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRIMINAL_GET_IN_CAR, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRIMINAL_WARNING, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = CRIMINAL_WARNING, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DODGE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DODGE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DRAW_GUN, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DRAW_GUN, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DRAW_GUN, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DUCK, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DUCK, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DUCK, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DUCK, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = DUCK, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = EXPLOSION_IS_IMMINENT, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = EXPLOSION_IS_IMMINENT, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FALL_BACK, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FALL_BACK, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FALL_BACK, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FALL_BACK, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FIGHT, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FIGHT, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_HEADING_EAST, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_HEADING_NORTH, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_HEADING_SOUTH, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_HEADING_WEST, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_LOSING, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_LOSING, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_RESPONSE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = FOOT_CHASE_RESPONSE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_BYE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_HIGH, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_HIGH, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_HIGH, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_HIGH, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_HIGH, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_MED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_MED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_MED, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_MED, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_MED, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_CURSE_MED, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_HIGH, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_HIGH, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_HIGH, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_HIGH, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_HIGH, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_MED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_MED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_MED, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_FRIGHTENED_MED, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_HI, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_HI, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_HIGH, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_HIGH, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_HIGH, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_HIGH, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_HIGH, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_HIGH, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_MED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_MED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_MED, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_MED, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_MED, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_INSULT_MED, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_HIGH, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_HIGH, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_HIGH, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_HIGH, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_HIGH, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_MED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_MED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_MED, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_SHOCKED_MED, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_THANKS, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_THANKS, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WAR_CRY, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WAR_CRY, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WAR_CRY, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WAR_CRY, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WAR_CRY, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WAR_CRY, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WHATEVER, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GENERIC_WHATEVER, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GET_HIM, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GET_HIM, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GET_HIM, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GET_HIM, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GOODBYE_ACROSS_STREET, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GOODBYE_ACROSS_STREET, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GOODBYE_ACROSS_STREET, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GOODBYE_ACROSS_STREET, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GREET_ACROSS_STREET, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GREET_ACROSS_STREET, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GREET_ACROSS_STREET, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GREET_ACROSS_STREET, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GUN_COOL, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GUN_COOL, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = GUN_COOL, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = JACK_VEHICLE_BACK, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = JACKED_GENERIC, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = JACKED_GENERIC, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = KIFFLOM_GREET, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = LOST_SUSPECT_CHOPPER_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = LOST_SUSPECT_CHOPPER_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = LOST_SUSPECT_CHOPPER_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = MOVE_IN, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = MOVE_IN, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = MOVE_IN, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = MOVE_IN, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = MOVE_IN_PERSONAL, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = MOVE_IN_PERSONAL, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = NEED_SOME_HELP, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = NEED_SOME_HELP, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = NEED_SOME_HELP, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = NO_LOITERING_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = NO_LOITERING_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = NO_LOITERING_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = OFFICER_DOWN, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = OFFICER_DOWN, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = OFFICER_DOWN, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PINNED_DOWN, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PINNED_DOWN, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PINNED_DOWN, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_BUMPED_INTO, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_BUMPED_INTO, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_BUMPED_INTO, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_BUMPED_INTO, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_FOLLOWING, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_FOLLOWING, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_FOLLOWING, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_FOLLOWING, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 7
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_GENERIC, 8
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_STARING, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_STARING, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_STARING, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_STARING, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_TRESPASS, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_TRESPASS, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_TRESPASS, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = PROVOKE_TRESPASS, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = RELOADING, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = RELOADING, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = RELOADING, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = REQUEST_BACKUP, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = REQUEST_BACKUP, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = REQUEST_BACKUP, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = REQUEST_NOOSE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = REQUEST_NOOSE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = RESCUE_INJURED_COP, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = RESCUE_INJURED_COP, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = RESCUE_INJURED_COP, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = RESCUE_INJURED_COP, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SETTLE_DOWN, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SETTLE_DOWN, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SETTLE_DOWN, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOOTOUT_OPEN_FIRE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOOTOUT_OPEN_FIRE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOOTOUT_OPEN_FIRE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOOTOUT_READY, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOOTOUT_READY, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOOTOUT_READY_RESP, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOOTOUT_READY_RESP, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOT_AT_HELI_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOT_AT_HELI_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOT_TYRE_CHOPPER_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOT_TYRE_CHOPPER_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOT_TYRE_CHOPPER_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SHOT_TYRE_CHOPPER_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SPOT_SUSPECT_CHOPPER_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SPOT_SUSPECT_CHOPPER_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SPOT_SUSPECT_CHOPPER_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_CHOPPER_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_CHOPPER_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_CHOPPER_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_CHOPPER_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_ON_FOOT_MEGAPHONE, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_BOAT_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_BOAT_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_BOAT_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_BOAT_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_WARNING_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_WARNING_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_WARNING_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_WARNING_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_WARNING_MEGAPHONE, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_CAR_WARNING_MEGAPHONE, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_MEGAPHONE, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_MEGAPHONE, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_WARNING_MEGAPHONE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_WARNING_MEGAPHONE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_WARNING_MEGAPHONE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_WARNING_MEGAPHONE, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_WARNING_MEGAPHONE, 5
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = STOP_VEHICLE_GENERIC_WARNING_MEGAPHONE, 6
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SURROUNDED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SURROUNDED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SURROUNDED, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SURROUNDED, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_KILLED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_KILLED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_KILLED_REPORT, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_KILLED_REPORT, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_LOST, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_LOST, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_SPOTTED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = SUSPECT_SPOTTED, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = TAKE_COVER, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = TAKE_COVER, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = TAKE_COVER, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = TAKE_COVER, 4
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = TRAPPED, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = WAIT, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = WAIT, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = WON_DISPUTE, 1
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = WON_DISPUTE, 2
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = WON_DISPUTE, 3
S_M_Y_HWAYCOP_01_BLACK_FULL_02 = WON_DISPUTE, 4
S_M_Y_HWAYCOP_01_WHITE_FULL_01 = AGREE_ACROSS_STREET, 1
